patient_key,patient_id,patient_signature,member_id,group_id,network,patient_ssn,first_name,last_name,date_of_birth,gender,phone_number,address_line_1,address_line_2,city,state,zip_code,country,full_address,pcp_id,patient_status,source_system,source_record_id,ingestion_id,ingested_at,processed_at,created_at,updated_at,last_modified_at,record_hash,record_status,is_active
100896,P00896,58e7b8016ada2eb6b7b46f508450e6f0a589c7f712145868d514bce474d4630f,MEM7000896,GRP1016,OakStreet-Central,519-20-3023,Betty,Thompson,1992-05-25,F,+19374936645,8009 Pine Blvd,,Atlanta,GA,30303,USA,"8009 Pine Blvd, Atlanta, GA 30303, USA",PCP0088,Active,EHR,P00896,ING-PAT-20261005-00896,2026-10-05T10:42:48,2026-10-05T10:44:48,2022-07-27T10:44:48,2026-10-05T10:44:48,2026-10-05T10:18:48,351267d77d925cea172b31fd087176ef203fde02652b5c904e136ba37cc8cad4,CURRENT,True
100897,P00897,9ec411ede718b153413c473fc37393b2ed3a105c93c4756b272f25c7221ba9dc,MEM7000897,GRP1017,OakStreet-South,257-99-1656,Charles,Lewis,1939-01-19,F,+15527772369,9199 Washington Blvd,,Phoenix,AZ,85004,USA,"9199 Washington Blvd, Phoenix, AZ 85004, USA",PCP0046,Active,EHR,P00897,ING-PAT-20261005-00897,2026-10-05T10:42:51,2026-10-05T10:44:51,2025-04-23T10:44:51,2026-10-05T10:44:51,2026-10-05T09:01:51,773c123b32adad112cd81267d7d5072dd4e1d3f6e35e58f508a489e8c6d8c782,CURRENT,True
100898,P00898,38046c3a00a3406c961708aabf95637440ff422c771821653ab59396e5d86049,MEM7000898,GRP1018,OakStreet-East,293-38-5852,Susan,Ramirez,1977-06-06,M,+17427022311,1254 Washington St,Apt 418,Houston,TX,77002,USA,"1254 Washington St Apt 418, Houston, TX 77002, USA",PCP0118,Active,EHR,P00898,ING-PAT-20261005-00898,2026-10-05T10:42:54,2026-10-05T10:44:54,2024-04-27T10:44:54,2026-10-05T10:44:54,2026-10-05T10:03:54,70ae0791ae8f5cb093c031a2b50991cf9af6e96cb4a975d50b5b2101e6e9fd55,CURRENT,True
100899,P00899,ad342436d6a89fe49e9c91f19d09a61f54ea0f3bb0d721bb83c1b4a618feb4b8,MEM7000899,GRP1019,OakStreet-Southwest,211-60-7021,Susan,Hernandez,1945-07-26,F,+18542827784,6507 Pine St,Apt 90,Houston,TX,77002,USA,"6507 Pine St Apt 90, Houston, TX 77002, USA",PCP0047,Active,EHR,P00899,ING-PAT-20261005-00899,2026-10-05T10:42:57,2026-10-05T10:44:57,2024-12-25T10:44:57,2026-10-05T10:44:57,2026-10-05T10:27:57,ca1748c90543188e8f3109aed649b2d6121cc2f744d56d0f1b44b8c5576ffcf1,CURRENT,True
100900,P00900,8b401ae3624c4a09f260c88746fd344ccf5418863c7206018f98bd4662156749,MEM7000900,GRP1020,OakStreet-Central,652-71-0044,Daniel,Brown,1988-12-13,M,+14656495928,9180 Lake Blvd,Apt 791,Houston,TX,77024,USA,"9180 Lake Blvd Apt 791, Houston, TX 77024, USA",PCP0113,Active,EHR,P00900,ING-PAT-20261005-00900,2026-10-05T10:43:00,2026-10-05T10:45:00,2023-01-16T10:45:00,2026-10-05T10:45:00,2026-10-05T10:22:00,9cbd7c41e9e0065fb290676879b0c1b6ef38fd6661e4e249d297098df6b0f874,CURRENT,True
100901,P00901,ec7d61e1517a71f43834eb5c9aa55979aa3c1f2522734612edf58b5e058756db,MEM7000901,GRP1021,OakStreet-South,140-64-1637,Anthony,Moore,1998-04-20,M,+18546932104,2700 Pine Blvd,,Atlanta,GA,30303,USA,"2700 Pine Blvd, Atlanta, GA 30303, USA",PCP0048,Active,EHR,P00901,ING-PAT-20261005-00901,2026-10-05T10:43:03,2026-10-05T10:45:03,2024-03-26T10:45:03,2026-10-05T10:45:03,2026-10-05T07:27:03,ed2674d796a98dc75715bc39eebb829e188178eec031107262835c9bc645a00e,CURRENT,True
100902,P00902,72819a70bbefd55fd917b971f14d800f992ab2acd97c38ce20093ea02afebb58,MEM7000902,GRP1022,OakStreet-East,242-71-0993,Matthew,Lewis,1992-11-27,M,+12307154212,539 Main St,,Chicago,IL,60601,USA,"539 Main St, Chicago, IL 60601, USA",PCP0083,Active,EHR,P00902,ING-PAT-20261005-00902,2026-10-05T10:43:06,2026-10-05T10:45:06,2023-04-28T10:45:06,2026-10-05T10:45:06,2026-10-05T09:48:06,5924eca4411ae98670cbebae97377af015781c6bbf0bef99558f178de1d1949b,CURRENT,True
100903,P00903,5849bf04128a27bcc0b947de33c6e46bda07f3fbe8f2adc6923328ce2e505b13,MEM7000903,GRP1023,OakStreet-Southwest,215-21-6165,Linda,Clark,1995-06-15,M,+13708024489,3838 Pine Blvd,,Houston,TX,77005,USA,"3838 Pine Blvd, Houston, TX 77005, USA",PCP0040,Active,EHR,P00903,ING-PAT-20261005-00903,2026-10-05T10:43:09,2026-10-05T10:45:09,2024-10-30T10:45:09,2026-10-05T10:45:09,2026-10-05T09:29:09,d9ba1c6ea88541d6f76bbb579e1377ebd19ebd23ff3fd114afea6e514be136e9,CURRENT,True
100904,P00904,b1fa9d2d8898e55b1f04ca710f51099a765d59f07e8e42da5b5a253829faf084,MEM7000904,GRP1024,OakStreet-Central,769-13-0051,Karen,White,1991-02-17,F,+17362935287,3414 Oak Rd,Apt 227,Houston,TX,77002,USA,"3414 Oak Rd Apt 227, Houston, TX 77002, USA",PCP0070,Active,EHR,P00904,ING-PAT-20261005-00904,2026-10-05T10:43:12,2026-10-05T10:45:12,2025-02-04T10:45:12,2026-10-05T10:45:12,2026-10-05T09:29:12,c6701f32de78ad72be1fbbca6b649f78491e452966d662ecb7d8cffdd9a67014,CURRENT,True
100905,P00905,872f3b7b0486adf55b90ad4d70300775df233f9ab7ae8c1c15f87a8cd2bf667e,MEM7000905,GRP1025,OakStreet-South,476-73-2059,Robert,White,1957-05-27,F,+14709732932,9262 Oak Rd,,Dallas,TX,75201,USA,"9262 Oak Rd, Dallas, TX 75201, USA",PCP0004,Active,EHR,P00905,ING-PAT-20261005-00905,2026-10-05T10:43:15,2026-10-05T10:45:15,2021-12-03T10:45:15,2026-10-05T10:45:15,2026-10-05T06:52:15,aa32ce20a1c6f295640dfc8bd61b5bb7f2e6e42bc7b6592b739d6532426e2b35,CURRENT,True
100906,P00906,15b9ed169760c7f0c6eac4caf2d2dad0d97ac328ff1b2de1780e5af556e5468f,MEM7000906,GRP1026,OakStreet-East,754-22-0742,Mark,Garcia,1950-03-02,F,+15636461011,7196 Washington Rd,,San Antonio,TX,78205,USA,"7196 Washington Rd, San Antonio, TX 78205, USA",PCP0047,Active,EHR,P00906,ING-PAT-20261005-00906,2026-10-05T10:43:18,2026-10-05T10:45:18,2025-07-24T10:45:18,2026-10-05T10:45:18,2026-10-05T09:17:18,9b69c48678371f941a3298b8bf95f915cf7574f465c6d94735209d6e8f70a09f,CURRENT,True
100907,P00907,b098e7c17393dce89b0b1ccdf7876a1a939bf21b1492b2184ef147462e0ae361,MEM7000907,GRP1027,OakStreet-Southwest,713-81-1155,Barbara,Harris,1983-11-08,F,+15594689434,9164 Park St,,San Antonio,TX,78205,USA,"9164 Park St, San Antonio, TX 78205, USA",PCP0053,Active,EHR,P00907,ING-PAT-20261005-00907,2026-10-05T10:43:21,2026-10-05T10:45:21,2023-02-16T10:45:21,2026-10-05T10:45:21,2026-10-05T08:59:21,6d4b6f1d5ba54f347a2181c9a4e88c8e26eb5a6e5848d1486c75749b225eee50,CURRENT,True
100908,P00908,636448949f03030c4ab13c853b67a110edb0fc1604773050dbb4a0f3a3e9a047,MEM7000908,GRP1028,OakStreet-Central,430-36-9871,Jessica,Johnson,1988-06-17,F,+14819192248,8666 Main Rd,,Austin,TX,78701,USA,"8666 Main Rd, Austin, TX 78701, USA",PCP0058,Active,EHR,P00908,ING-PAT-20261005-00908,2026-10-05T10:43:24,2026-10-05T10:45:24,2024-04-27T10:45:24,2026-10-05T10:45:24,2026-10-05T07:08:24,e3990d8554a6ffb335acb13cb2c9a744eedc85c6aa4fe13b0c217bae514aca51,CURRENT,True
100909,P00909,91c08291228a082d9d6fb1af58adb97b33a66ace435f602f88c2da856fd82eb4,MEM7000909,GRP1029,OakStreet-South,730-39-2858,James,Robinson,1999-07-19,F,+15413538716,2369 Oak Blvd,,Phoenix,AZ,85004,USA,"2369 Oak Blvd, Phoenix, AZ 85004, USA",PCP0078,Active,EHR,P00909,ING-PAT-20261005-00909,2026-10-05T10:43:27,2026-10-05T10:45:27,2023-06-27T10:45:27,2026-10-05T10:45:27,2026-10-05T07:16:27,42e8dc95331ba1d6fac240cbf01f2382dc477cf1f4d35431a34578cee7cac365,CURRENT,True
100910,P00910,ae64217d3452a385e0b490925a3b4377069de4ec909ab1248cac50613cc78e08,MEM7000910,GRP1030,OakStreet-East,587-81-3121,Sarah,Perez,1956-08-23,F,+19379563165,8817 Main Blvd,,Phoenix,AZ,85004,USA,"8817 Main Blvd, Phoenix, AZ 85004, USA",PCP0072,Active,EHR,P00910,ING-PAT-20261005-00910,2026-10-05T10:43:30,2026-10-05T10:45:30,2024-10-19T10:45:30,2026-10-05T10:45:30,2026-10-05T06:48:30,54eff9fff50b45e6d47a452821735170ed8352e2405873feeae47924832cc2dd,CURRENT,True
100911,P00911,70e93340751e2b9271f7da96ed1a2ee3657345c2b8950ade0a0450d574343316,MEM7000911,GRP1031,OakStreet-Southwest,276-59-2983,Steven,Martin,1940-06-03,F,+13715009247,3320 Oak Rd,,Atlanta,GA,30303,USA,"3320 Oak Rd, Atlanta, GA 30303, USA",PCP0080,Active,EHR,P00911,ING-PAT-20261005-00911,2026-10-05T10:43:33,2026-10-05T10:45:33,2025-05-28T10:45:33,2026-10-05T10:45:33,2026-10-05T08:40:33,7dec658dbb7b779e44736207c0b43043a87ae9adfcd73aefcebe5b7b4b90d31a,CURRENT,True
100912,P00912,ea21da902d7ac459246bac4d00661ef7b2d3088ddf4bcbc8795ff75dad7b58e1,MEM7000912,GRP1032,OakStreet-Central,110-79-2762,John,Perez,1957-04-16,F,+18038336314,3421 Market St,,Houston,TX,77002,USA,"3421 Market St, Houston, TX 77002, USA",PCP0065,Active,EHR,P00912,ING-PAT-20261005-00912,2026-10-05T10:43:36,2026-10-05T10:45:36,2022-12-10T10:45:36,2026-10-05T10:45:36,2026-10-05T10:22:36,6466ade8c6c4387cb75e28a7cea66f70a07ec38affdaf975e988d6eed777ad24,CURRENT,True
100913,P00913,35a03e5e784a59ddba9f1dfaea4f4a9828d82f6090011ab647e246685f52b3ba,MEM7000913,GRP1033,OakStreet-South,627-51-8673,Matthew,Hernandez,1967-05-15,M,+14333171063,3832 Oak St,,Orlando,FL,32801,USA,"3832 Oak St, Orlando, FL 32801, USA",PCP0084,Active,EHR,P00913,ING-PAT-20261005-00913,2026-10-05T10:43:39,2026-10-05T10:45:39,2025-03-22T10:45:39,2026-10-05T10:45:39,2026-10-05T09:45:39,6f73d02642b3774e032d47e90e8304fb62c6c86705bb1b2b5a3467fad743a6d7,CURRENT,True
100914,P00914,12f725bd7b4bfdb42f60228163bf2dbb2c92b420e12ad3a34a22ae0745c72f46,MEM7000914,GRP1034,OakStreet-East,845-22-9317,Richard,Brown,1990-11-16,M,+16394966057,2420 Pine Rd,,Phoenix,AZ,85004,USA,"2420 Pine Rd, Phoenix, AZ 85004, USA",PCP0002,Active,EHR,P00914,ING-PAT-20261005-00914,2026-10-05T10:43:42,2026-10-05T10:45:42,2022-02-08T10:45:42,2026-10-05T10:45:42,2026-10-05T08:47:42,acd1a99696d614cbb3dfdce85e1598017a432f987d1c54a911309018ef3212ef,CURRENT,True
100915,P00915,91d3ca169b0aa87cec87234a8f84cf1fa08e526f5c5ea69bcea7b2e6277e2b39,MEM7000915,GRP1035,OakStreet-Southwest,530-16-4141,Margaret,Lopez,1999-06-04,F,+16569779356,218 Market St,Apt 387,Austin,TX,78701,USA,"218 Market St Apt 387, Austin, TX 78701, USA",PCP0012,Active,EHR,P00915,ING-PAT-20261005-00915,2026-10-05T10:43:45,2026-10-05T10:45:45,2022-04-21T10:45:45,2026-10-05T10:45:45,2026-10-05T08:26:45,c06d7f3f3dcc7772224052dff22b281698542ab6f0840391518e209859475304,CURRENT,True
100916,P00916,0eeb0cac756c54f3fbf8b9ae17e910ee7824da80b3246010c351a73b046b49bb,MEM7000916,GRP1036,OakStreet-Central,655-74-0379,Mary,Moore,1948-11-18,F,+18764217658,942 Main Blvd,,Austin,TX,78701,USA,"942 Main Blvd, Austin, TX 78701, USA",PCP0084,Active,EHR,P00916,ING-PAT-20261005-00916,2026-10-05T10:43:48,2026-10-05T10:45:48,2024-12-03T10:45:48,2026-10-05T10:45:48,2026-10-05T09:04:48,8ead406eed1cec304828f913e39c6c99f04c2ac2b36ec7f8ecc40fa10abaf99e,CURRENT,True
100917,P00917,edb5602f15fdcd15bdccbcd08c1150d04c8edc1bc37ef126636b1ff8cfdb4e69,MEM7000917,GRP1037,OakStreet-South,402-20-2650,Joseph,Wilson,1945-10-12,M,+14045332004,507 Park St,,Houston,TX,77005,USA,"507 Park St, Houston, TX 77005, USA",PCP0106,Active,EHR,P00917,ING-PAT-20261005-00917,2026-10-05T10:43:51,2026-10-05T10:45:51,2023-05-20T10:45:51,2026-10-05T10:45:51,2026-10-05T10:32:51,314de5ff065393a62f65ff6b3e2cebb835f71a54d3c5d6c6495f0a444114f873,CURRENT,True
100918,P00918,e5d96e5f24b6326065f0ddab99050e9ce70f27f6c8c60f1e45309a2f51488154,MEM7000918,GRP1038,OakStreet-East,148-19-9581,Michael,Johnson,1987-11-05,M,+12308319028,4226 Park Rd,,Orlando,FL,32801,USA,"4226 Park Rd, Orlando, FL 32801, USA",PCP0105,Active,EHR,P00918,ING-PAT-20261005-00918,2026-10-05T10:43:54,2026-10-05T10:45:54,2025-06-05T10:45:54,2026-10-05T10:45:54,2026-10-05T10:37:54,b819a34042efa2eefdb0e0d5e018b88be21f0b31cc90a5d141241d09dab8db86,CURRENT,True
100919,P00919,40d3da08a47256138ae3fbfb50001630661a357483d30c2da8060bdd0876aa85,MEM7000919,GRP1039,OakStreet-Southwest,199-15-5456,Elizabeth,Ramirez,1941-01-05,M,+14337549269,5309 Pine Rd,,Orlando,FL,32801,USA,"5309 Pine Rd, Orlando, FL 32801, USA",PCP0116,Active,EHR,P00919,ING-PAT-20261005-00919,2026-10-05T10:43:57,2026-10-05T10:45:57,2023-07-14T10:45:57,2026-10-05T10:45:57,2026-10-05T10:09:57,bf3bc771ba0f891a61bc06fbf1131cab29bba798d9d36667676a0d73348870fb,CURRENT,True
100920,P00920,f1773253350258f4a0165545e747e365c52633a0db76439561f9127c0897727e,MEM7000920,GRP1000,OakStreet-Central,726-24-3358,Daniel,Moore,1982-03-26,M,+14628538839,3690 Park Blvd,,Houston,TX,77024,USA,"3690 Park Blvd, Houston, TX 77024, USA",PCP0116,Active,EHR,P00920,ING-PAT-20261005-00920,2026-10-05T10:44:00,2026-10-05T10:46:00,2022-08-24T10:46:00,2026-10-05T10:46:00,2026-10-05T06:53:00,b60f091467e1bf3e22a3dc3cd13b41ee559615b4cc3af82f809060a11bb6de69,CURRENT,True
100921,P00921,e179b8cded935005224b941aec3b59fc8be9fa62e5beac4a01a1e01e7488f020,MEM7000921,GRP1001,OakStreet-South,168-99-9970,William,Jackson,1953-12-15,F,+14332392143,4270 Lake Ave,,Atlanta,GA,30303,USA,"4270 Lake Ave, Atlanta, GA 30303, USA",PCP0014,Active,EHR,P00921,ING-PAT-20261005-00921,2026-10-05T10:44:03,2026-10-05T10:46:03,2023-03-10T10:46:03,2026-10-05T10:46:03,2026-10-05T07:09:03,b266568e6554914fa702cc9f28c369fc1a805f32d1ce1a23d465310b643f5d58,CURRENT,True
100922,P00922,77f55bcac1d631796d6a21835fc97faa808f1c7e9f7d45beb77891ffb16be4c8,MEM7000922,GRP1002,OakStreet-East,264-77-6655,Sarah,Johnson,1975-04-06,M,+15856345631,4627 Oak Ave,,Austin,TX,78701,USA,"4627 Oak Ave, Austin, TX 78701, USA",PCP0079,Active,EHR,P00922,ING-PAT-20261005-00922,2026-10-05T10:44:06,2026-10-05T10:46:06,2025-07-06T10:46:06,2026-10-05T10:46:06,2026-10-05T10:04:06,00628b4c610b07664acd324f865c3f8e3fed7185afdda71771090c2e25bdc268,CURRENT,True
100923,P00923,d2f383dbc12081ee746ca7915bb844d8b4d7b878ad3cd95913517ea3b3e7ae01,MEM7000923,GRP1003,OakStreet-Southwest,520-74-3010,Daniel,Taylor,2004-10-11,F,+13782894840,437 Main Rd,,Orlando,FL,32801,USA,"437 Main Rd, Orlando, FL 32801, USA",PCP0020,Active,EHR,P00923,ING-PAT-20261005-00923,2026-10-05T10:44:09,2026-10-05T10:46:09,2023-11-07T10:46:09,2026-10-05T10:46:09,2026-10-05T09:43:09,52d1c1d9e2e4ec6ebba4fb0835eb791996a679bff902674be5c75aca54b2bfd4,CURRENT,True
100924,P00924,f35e75dde3a68cb9e291c8dd4bbb0bdf7c66cda014b4cd3f0fc3f138afee4af2,MEM7000924,GRP1004,OakStreet-Central,327-37-9352,Linda,Sanchez,1944-11-22,M,+14602006501,7207 Park Blvd,,Orlando,FL,32801,USA,"7207 Park Blvd, Orlando, FL 32801, USA",PCP0036,Active,EHR,P00924,ING-PAT-20261005-00924,2026-10-05T10:44:12,2026-10-05T10:46:12,2025-06-14T10:46:12,2026-10-05T10:46:12,2026-10-05T08:50:12,3e8b7d5010c81726b35cb90cb9e910f5db8cb1125d13a5d0bbcef6146e24f6e0,CURRENT,True
100925,P00925,5887279166278b83cb6536b5c7a51d4b83d47645c4b2a4aabddaccb02f08bcdb,MEM7000925,GRP1005,OakStreet-South,436-61-4606,Betty,Lee,1967-02-11,M,+13722112061,5256 Lake Ave,,Austin,TX,78701,USA,"5256 Lake Ave, Austin, TX 78701, USA",PCP0047,Inactive,EHR,P00925,ING-PAT-20261005-00925,2026-10-05T10:44:15,2026-10-05T10:46:15,2024-07-17T10:46:15,2026-10-05T10:46:15,2026-10-05T09:43:15,9b70413d0d58093e4e55f0011309159ee346e1777e3aacb63851eeb522a65ca9,CURRENT,True
100926,P00926,d9ef3d66021b8f62bf1ab5bf4c526651d41fb3f8132b1777046e7d002249dca1,MEM7000926,GRP1006,OakStreet-East,399-24-5401,Lisa,Hernandez,1959-01-09,F,+13544265374,339 Washington St,,Houston,TX,77002,USA,"339 Washington St, Houston, TX 77002, USA",PCP0100,Active,EHR,P00926,ING-PAT-20261005-00926,2026-10-05T10:44:18,2026-10-05T10:46:18,2022-08-27T10:46:18,2026-10-05T10:46:18,2026-10-05T09:13:18,45e87ba195d4e0b62a71de0e5627356a2ae030820cece6c79a0a2097349bcf67,CURRENT,True
100927,P00927,1a969767f49c2331c3946f0fdc43a2c436586c28716d5ceda73dbe6774e4576e,MEM7000927,GRP1007,OakStreet-Southwest,188-86-4096,Betty,Ramirez,2001-08-14,M,+12148265625,8380 Pine Ave,,Phoenix,AZ,85004,USA,"8380 Pine Ave, Phoenix, AZ 85004, USA",PCP0088,Active,EHR,P00927,ING-PAT-20261005-00927,2026-10-05T10:44:21,2026-10-05T10:46:21,2023-06-24T10:46:21,2026-10-05T10:46:21,2026-10-05T10:33:21,292fdfb31947d51d0a0306c9965d3adaeea11f63827871011a2ce94a842d96f8,CURRENT,True
100928,P00928,419753ffab387628f82ead50720a71bdb1857856dbcb41e93ceca36d79bf7c58,MEM7000928,GRP1008,OakStreet-Central,145-27-1555,Daniel,Anderson,1940-04-21,F,+18157903040,6222 Park Rd,,Orlando,FL,32801,USA,"6222 Park Rd, Orlando, FL 32801, USA",PCP0046,Active,EHR,P00928,ING-PAT-20261005-00928,2026-10-05T10:44:24,2026-10-05T10:46:24,2022-02-14T10:46:24,2026-10-05T10:46:24,2026-10-05T10:27:24,b66bd18fd140e4fe645245427c4dfc7e730270dbe5c559a51a1f1828520c676b,CURRENT,True
100929,P00929,99b579944980b473b16a51d73283d76bea976caa1691fe48fc95130960c92e03,MEM7000929,GRP1009,OakStreet-South,123-64-4663,William,Martinez,1960-12-25,M,+12689525947,9663 Washington Blvd,,Chicago,IL,60601,USA,"9663 Washington Blvd, Chicago, IL 60601, USA",PCP0038,Active,EHR,P00929,ING-PAT-20261005-00929,2026-10-05T10:44:27,2026-10-05T10:46:27,2025-05-29T10:46:27,2026-10-05T10:46:27,2026-10-05T08:44:27,aac22db610521682905524647e3859e0549f466258882dc8f01f1e42dfcd5159,CURRENT,True
100930,P00930,3ce34c88e3b4564c3af17fd1c8a91f5bce7747f0d494d3d4ce1cb1f0d59a80fb,MEM7000930,GRP1010,OakStreet-East,298-94-4192,Thomas,Johnson,1938-12-15,F,+13028993367,6401 Pine St,,Atlanta,GA,30303,USA,"6401 Pine St, Atlanta, GA 30303, USA",PCP0049,Active,EHR,P00930,ING-PAT-20261005-00930,2026-10-05T10:44:30,2026-10-05T10:46:30,2022-07-09T10:46:30,2026-10-05T10:46:30,2026-10-05T10:03:30,66bcb5d9982414499854d7e95129e4c46b00f9742fca0640b2fe5e3f8de1a428,CURRENT,True
100931,P00931,23531f31d14e7361fb471332cc255de852e0a3a29029f1647d17194430ce1bdf,MEM7000931,GRP1011,OakStreet-Southwest,251-89-4438,Barbara,Thompson,1988-05-24,M,+14548371991,1945 Pine Rd,,Phoenix,AZ,85004,USA,"1945 Pine Rd, Phoenix, AZ 85004, USA",PCP0092,Active,EHR,P00931,ING-PAT-20261005-00931,2026-10-05T10:44:33,2026-10-05T10:46:33,2025-07-25T10:46:33,2026-10-05T10:46:33,2026-10-05T10:23:33,aa8716b42a6492df57758b7bb6b426203d68118bf0f9ec54fb1276142fae0496,CURRENT,True
100932,P00932,6d76068461190c6c6c2ab64e57ced177db292679e22ca1e1a2a5ac374f3ad740,MEM7000932,GRP1012,OakStreet-Central,631-54-9698,William,Clark,1963-12-08,F,+18498843527,9245 Main Blvd,,Atlanta,GA,30303,USA,"9245 Main Blvd, Atlanta, GA 30303, USA",PCP0114,Active,EHR,P00932,ING-PAT-20261005-00932,2026-10-05T10:44:36,2026-10-05T10:46:36,2023-10-01T10:46:36,2026-10-05T10:46:36,2026-10-05T09:20:36,6b42b1f40115e6218c0208345e1a19c9fb6d9f1c44f7f88559d3063b7543c2e1,CURRENT,True
100933,P00933,b21af546210b68998c9fdbd0eaed505a28ad6dfdae82055735b3c9dcba7faba0,MEM7000933,GRP1013,OakStreet-South,409-90-7201,Steven,Wilson,1943-04-04,F,+19516477528,3685 Pine Ave,Apt 726,Dallas,TX,75201,USA,"3685 Pine Ave Apt 726, Dallas, TX 75201, USA",PCP0072,Active,EHR,P00933,ING-PAT-20261005-00933,2026-10-05T10:44:39,2026-10-05T10:46:39,2023-03-06T10:46:39,2026-10-05T10:46:39,2026-10-05T07:31:39,136e71b54d9a4a7544a2c886c75c6d3cecd0768ae45c1ba59c270b48694b314f,CURRENT,True
100934,P00934,c8f1ec2f220c72e8f9280203e3e0db9aec194747c4124d028592f0d271f51a7b,MEM7000934,GRP1014,OakStreet-East,755-16-9303,Robert,Wilson,1962-01-11,M,+15895188239,3573 Lake Rd,,Orlando,FL,32801,USA,"3573 Lake Rd, Orlando, FL 32801, USA",PCP0034,Active,EHR,P00934,ING-PAT-20261005-00934,2026-10-05T10:44:42,2026-10-05T10:46:42,2025-11-30T10:46:42,2026-10-05T10:46:42,2026-10-05T10:07:42,6f4abe52136d6944aef24bb43dbcb5286503cc371eb1339499631c93c28368bc,CURRENT,True
100935,P00935,3e98e5bb0d693f03ef1b24654e975e8c34e07e6d8e242df7f3c66928fabe5471,MEM7000935,GRP1015,OakStreet-Southwest,223-38-3304,Michael,Clark,1992-02-16,F,+14046185523,2989 Lake Blvd,,Phoenix,AZ,85004,USA,"2989 Lake Blvd, Phoenix, AZ 85004, USA",PCP0080,Active,EHR,P00935,ING-PAT-20261005-00935,2026-10-05T10:44:45,2026-10-05T10:46:45,2025-01-15T10:46:45,2026-10-05T10:46:45,2026-10-05T07:06:45,f2c36687fa14309c653f1e6d4b647232becb2b773d3e868340772ad070d5051d,CURRENT,True
100936,P00936,f464d1ba52217438f22cb206526a41ce4fd2848ffb74931340b83ccfe0a408c5,MEM7000936,GRP1016,OakStreet-Central,708-15-7781,Patricia,Garcia,1972-07-08,F,+17972685250,5196 Washington Rd,,Atlanta,GA,30303,USA,"5196 Washington Rd, Atlanta, GA 30303, USA",PCP0077,Active,EHR,P00936,ING-PAT-20261005-00936,2026-10-05T10:44:48,2026-10-05T10:46:48,2025-12-08T10:46:48,2026-10-05T10:46:48,2026-10-05T10:29:48,e85147873c55687a27eb08a28cf493e2bbd6939739bdfa3583b01a96511e1789,CURRENT,True
100937,P00937,5c1db122e62f440a465dd94d4e92b553f97b873a2fc05de30f2e135ba19f43a6,MEM7000937,GRP1017,OakStreet-South,804-12-8820,Ashley,Anderson,1996-09-14,M,+17752067930,9199 Oak Rd,,Austin,TX,78701,USA,"9199 Oak Rd, Austin, TX 78701, USA",PCP0061,Active,EHR,P00937,ING-PAT-20261005-00937,2026-10-05T10:44:51,2026-10-05T10:46:51,2022-07-15T10:46:51,2026-10-05T10:46:51,2026-10-05T08:10:51,c1d867e455d071ed9fa70432070d4511f6d266eb1f6102fad99b12f56aaa0949,CURRENT,True
100938,P00938,9a1e7de9ccc20b7fa8598311f7b723b2cec697b139ca9ce5c14d537055a10e3f,MEM7000938,GRP1018,OakStreet-East,409-58-7597,Jennifer,Jackson,1998-10-24,F,+12618101880,8919 Pine Blvd,,Atlanta,GA,30303,USA,"8919 Pine Blvd, Atlanta, GA 30303, USA",PCP0092,Active,EHR,P00938,ING-PAT-20261005-00938,2026-10-05T10:44:54,2026-10-05T10:46:54,2023-03-01T10:46:54,2026-10-05T10:46:54,2026-10-05T06:46:54,bac9669cdb6dc5e3241b4dff73b30cca28f4ebba454cc6bd5ef856bb641a548d,CURRENT,True
100939,P00939,d1a26a3c07ef75a0b90210059c51d9fd0773cf16bfef4b70c9a5503770636929,MEM7000939,GRP1019,OakStreet-Southwest,806-95-7963,Sarah,Wilson,1954-08-16,F,+19342593756,5782 Main Rd,,Austin,TX,78701,USA,"5782 Main Rd, Austin, TX 78701, USA",PCP0010,Active,EHR,P00939,ING-PAT-20261005-00939,2026-10-05T10:44:57,2026-10-05T10:46:57,2024-07-31T10:46:57,2026-10-05T10:46:57,2026-10-05T08:35:57,78a88bf5486d8825b421204184036b3a69476921672497448be710e39952384a,CURRENT,True
100940,P00940,d2d8d5af004dec8e14ec57a7ddf67848727bc511fa47d26f5b06cee91956f438,MEM7000940,GRP1020,OakStreet-Central,796-35-7302,Daniel,Harris,1999-10-26,F,+12736772908,6331 Pine St,,Phoenix,AZ,85004,USA,"6331 Pine St, Phoenix, AZ 85004, USA",PCP0005,Active,EHR,P00940,ING-PAT-20261005-00940,2026-10-05T10:45:00,2026-10-05T10:47:00,2025-05-01T10:47:00,2026-10-05T10:47:00,2026-10-05T08:50:00,ae3e006c146972029dc5b9a0cb6ad67944872df23d698b6f8e922c382da107f0,CURRENT,True
100941,P00941,fc807a35a2f38339bbbc37db6a557a8eab98eda46b58fe6dea5d6fc485f70ce1,MEM7000941,GRP1021,OakStreet-South,228-88-0217,William,Smith,1994-08-08,F,+19304026252,6387 Market Rd,,San Antonio,TX,78205,USA,"6387 Market Rd, San Antonio, TX 78205, USA",PCP0086,Active,EHR,P00941,ING-PAT-20261005-00941,2026-10-05T10:45:03,2026-10-05T10:47:03,2025-08-24T10:47:03,2026-10-05T10:47:03,2026-10-05T06:55:03,85dd4165512561389f10de238f93e4c84edf11666f43e2bf49d63ea1e5a22399,CURRENT,True
